PALLAVI,2026_DDSE_70522_1,"Repair Renovation of 02 Two nos Dysfunctional Boys Toilet at Sovapur High School, Kathalia and Girls Toilet at Dupuriabandh High School, Boxanagar of Sepahijala under PM SHRI Scheme for the year 2025-26.",Works,Director - Directorate of Secondary Education,,"3,999",,"1,99,969",TRIPURA,"Kathalaia and Boxanagar, SPJ",Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,03-03-2026 15:00:00
PALLAVI,2026_CEPWD_70486_1,"Strengthening of road from Ampura Bazar to Moglam L 3.60 km under Padmabil R.D. Block SH Earthwork, GSB, WBM 2, WBM 3, Pucca drain, CD, Retaining wall etc.",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Second Circle||EE Khowai Division",,"19,33,128",,"9,66,56,411",TRIPURA,khowai,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,03-03-2026 15:00:00
PALLAVI,2026_CEPWD_70444_1,"RCC Drain, Retaining Wall, Paver Block, WBM, Carpeting etc.",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Second Circle||EE Agartala Division No V",,"7,07,269",,"3,53,63,446",TRIPURA,Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,03-03-2026 15:00:00
PALLAVI,2026_CEPWD_70446_1,"WBM, BM, BC, Drainage work, Paver Block, CC, Road markings etc (L-3.55 Km)",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Second Circle||EE Agartala Division No V",,"6,38,596",,"3,19,29,812",TRIPURA,Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,03-03-2026 15:00:00
PALLAVI,2026_CEPWD_70524_1,Improvement of road including construction of RCC Cover drain on the road from N.S road to steel bridge road Town Bordowali Road no 3 SH RCC Cover drain with footpath,Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Second Circle||EE Agartala Division No I",,"4,26,658",,"2,13,32,895",TRIPURA,AGARTALA,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,03-03-2026 15:00:00
PALLAVI,2026_DDSE_70541_1,3rd call Construction of 3 unit Additional Classrooms at Pratyekroy HS School under Kalacherra RD Block of North Tripura for the year 2025-26.,Works,Director - Directorate of Secondary Education,,"1,75,283",,"87,64,148",TRIPURA,"Kalacherra, North Tripura",Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,03-03-2026 15:00:00
PALLAVI,2026_CEPWD_70448_1,"Site clearance, Patch Soling, Patch WBM, Pot holes repair, GSB, Bituminous Concrete, carpeting, RCC Drain, 3 cell Box Culvert 01 No., Single cell Box culvert 01 no., Traffic Signs, Road marking etc. (L-4.05 Km)",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Second Circle||EE Agartala Division No V",,"11,03,148",,"5,51,57,399",TRIPURA,Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,03-03-2026 15:00:00
PALLAVI,2026_CEPWD_70465_1,Construction of Bypass Road from Gate No-1 (Jirania/Main Gate) to Gate -2 (Shankar Bazar Gate) (L 0.80 Km) at NIT Agartala.,Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Jirania Division",,"8,51,376",,"4,25,68,779",TRIPURA,Jirania,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,03-03-2026 15:00:00
PALLAVI,2026_DDSE_70544_1,2nd call Construction of 01 one unit additional Class Room at Rajani Sardar Para SB School under Hrishyamukh Block of South Tripura for the year 2025-26.,Works,Director - Directorate of Secondary Education,,"48,000",,"24,00,000",TRIPURA,"Hrishyamukh, South Tripura",Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,03-03-2026 15:00:00
PALLAVI,2026_AGRI_70572_1,Procurement of 42 nos. digital Pusa STFR Meter along with other accessories and reagent kit for analysis of 50 nos. samples along with 1 year Annual Maintenance Contract for 42 nos PM SHRI school during 2025-26,Goods,Director Agriculture||Directorate of Agriculture||Joint Director - SARS,,"84,000",,,TRIPURA,42 nos. PM SHRI school,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,04-03-2026 17:30:00
PALLAVI,2026_FISH_70155_1,Supply of Major carp fingerlings (above 10 cm),Goods,Directorate of Fisharies||Teliamura Sub Division,,"22,500",,"7,50,000",TRIPURA,Supdt. of Fisheries Teliamura,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,05-03-2026 15:00:00
PALLAVI,2026_CEPWD_70447_1,Improvement of road during the year 2025_26_Improvement and construction of road in a new alignment connecting the Secretary Complex with GBP Hospital and newly constructed Type_V And Type_VI Quarter Complex_Ch_ 0.00 m to 410.00 m and Ch_ 605.00 m to,Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Second Circle||EE Agartala Division No III",,"11,26,579",,"5,63,28,940",TRIPURA,Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,05-03-2026 15:00:00
PALLAVI,2026_ARDDW_69917_1,"e-TENDER FOR SUPPLY AND INSTALLATION OF POWER BACKUP FOR COLD CHAIN MANAGEMENT AT LIVESTOCK SUPPORT CENTRE FOR PIU-ARDD, UNDER TRESP",Goods,ARDD-PIU (TRESP) World Bank,,"9,200",,"4,60,000",TRIPURA,23 Blocks of Tripura as per list,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,05-03-2026 15:00:00
PALLAVI,2026_DFO_70287_1,"e-Tenders are invited for the selection of an experienced agency to provide comprehensive online and offline services related to the Conduct the recruitment process for appointment of Forester, Forest Guard and other field level.",Services,Principal Chief Conservator of Forests and HoFF||Asst. Conservator of Forest - PCCF and HoFF||DFO (Direction Division),,"2,00,000",,,TRIPURA,Office of PCCF and HoFF Tripura,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,07-03-2026 15:00:00
PALLAVI,2026_HC_70315_1,As per RFP,Services,Register General High Court of Tripura,,"1,75,000",,,TRIPURA,As per RFP,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,07-03-2026 17:00:00
PALLAVI,2026_ARDDW_70386_1,Renovation of Veterinary Disease Investigation (DI) Laboratory at Ambassa under Dhalai District,Works,ARDD-PIU (TRESP) World Bank,,"54,599",,"10,91,980",TRIPURA,Disease Investigation (DI) Laboratory at Ambassa,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,09-03-2026 15:00:00
PALLAVI,2026_MTIDC_70565_1,Hiring of 1one number Maruti Wagon R Maruti Celerio X Maruti Eco type vehicle including fuel and driver for a period of 2two year for the official use of TIDCL Miscelenious i e Dak Purpose etc,Services,"Managing Director, TIDC Ltd",,"13,533",,"6,76,640",TRIPURA,At Various location under TIDCL.,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,09-03-2026 15:00:00
PALLAVI,2026_TRLM_70421_1,Technical Support Agency to conduct a impact study on Financial Literacy to assess the effectiveness of financial literacy training of Self-Help Groups and their members under TRLM,Services,Tripura Rural Livelihood Mission,,"60,000",,,TRIPURA,Tripura,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,09-03-2026 15:00:00
PALLAVI,2026_MTIDC_70564_1,Hiring of 1one number Toyota Innova Crysta type vehicle including fuel and driver for a period of 2two year for the official use of the Chairman TIDCL,Services,"Managing Director, TIDC Ltd",,"23,111",,"11,55,560",TRIPURA,At Various location under TIDCL.,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,09-03-2026 15:00:00
PALLAVI,2026_POWER_69954_1,As per Bid Document,Works,"Chairman cum MD, TSECL||Director (Tech), Dept. of Power||AGM (Trans.), POWER||DGM Transmission Divn.,Agartala,POWER",,"10,89,736",,"5,44,86,782",TRIPURA,Agartala Tripura,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,09-03-2026 17:00:00
PALLAVI,2026_HF_70416_1,"e-Tender for procurement of Lab Chemical, Reagent and Glassware.",Goods,Secretary Health and Family Welfare Department||Directorate of Health Services,,"50,000",,"1,00,00,000",TRIPURA,Tripura,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,09-03-2026 17:00:00
PALLAVI,2026_OSD_70442_1,Rate Contract for supply of Digital X_Ray Film for Carestream and Fuji Printer at Radiology Department in the AGMC and GBP Hospital Agartala,Goods,Director of Health Services||Medical Supt. - AGMC and GBP Hospital||OSD - AGMC and GBP Hospital,,"2,00,000",,"1,00,00,000",TRIPURA,AGMC and GBPH Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,09-03-2026 17:00:00
PALLAVI,2026_Excis_70453_1,Settlement of Foreign Liquor warehouse within the local limits of the Udaipur Municipal Council,Services,Commisioner of Excise||Additional Commissioner of Taxes||Collector of Excise-Gomati District,,"9,05,267",,"1,81,05,332",TRIPURA,UMC,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,09-03-2026 17:30:00
PALLAVI,2026_Excis_70455_1,Settlement of Foreign Liquor warehouse of the broad area namely Along the National Highway from Tepania Eco Park to Agriculture Chowmuhani (Agriculture Office),Services,Commisioner of Excise||Additional Commissioner of Taxes||Collector of Excise-Gomati District,,"3,65,687",,"73,13,744",TRIPURA,NH from Tepania Eco Park to Agriculture Chowmuhani,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,09-03-2026 17:30:00
PALLAVI,2026_DIT_70349_1,"RFP for Engagement of Agency for Supply, Installation, Integration, Commissioning and Support of Server Security Solution alongwith required Hardware for Tripura State Data Centre (TSDC)",Goods,Directorate of Information Technology,,"10,00,000",,,TRIPURA,"Directorate of IT, Govt. of Tripura, Agartala",Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,10-03-2026 16:00:00
PALLAVI,2026_Excis_70482_1,"Settlement of Foreign Liquor warehouse within the local limits of Kumarghat Municipal Council, Kumarghat.",Services,Commisioner of Excise||Additional Commissioner of Taxes||Collector of Excise-Unakoti District,,"5,94,060",,"1,18,81,201",TRIPURA,Kumarghat Municipal Council,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,10-03-2026 17:30:00
PALLAVI,2026_ARDDW_70204_1,e-TENDER FOR PROCUREMENT ANDSUPPLYOF CHEMICALS AND REAGENTS FOR VETERINARY DISEASE INVESTIGATION (DI) LABORATORIESFOR PIU-ARDD UNDER TRESP,Goods,ARDD-PIU (TRESP) World Bank,,"6,140",,"3,07,000",TRIPURA,"DDi Lab, Ambassa",Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,11-03-2026 15:00:00
PALLAVI,2026_ARDDW_70199_1,e-TENDER FOR PROCUREMENT ANDSUPPLYOF FURNITURE FOR VETERINARY DISEASE INVESTIGATION (DI) LABORATORYFOR PIU-ARDD UNDER TRES,Goods,ARDD-PIU (TRESP) World Bank,,"7,640",,"3,82,000",TRIPURA,"DDI Lab, Ambassa",Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,11-03-2026 15:00:00
PALLAVI,2026_EEAV_70318_1,"Strengthening and Improvement of roads under World Bank aided project TRESP in Silachari Block under Amarpur Division, PWD(RandB).Gr-III",Works,Department of PWD(R and B) WB Tenders||SE PWD (R and B) 3rd circle||EE PWD (R and B) Amarpur Division,,"28,00,000",,,TRIPURA,"Karbook,Gomati Tripura",Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,16-03-2026 15:00:00
PALLAVI,2026_EEAV_70322_1,"Re-Bidding-STRENGTHENING AND IMPROVEMENT OF ROADS UNDER WORLD BANK AIDED PROJECT TRESP IN OMPI BLOCK UNDER AMARPUR DIVISION, PWD (RandB). Gr-II",Works,Department of PWD(R and B) WB Tenders||SE PWD (R and B) 3rd circle||EE PWD (R and B) Amarpur Division,,"22,00,000",,,TRIPURA,"Ompi,Gomati Tripura",Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,16-03-2026 15:00:00
PALLAVI,2026_EEAV_70252_1,"Strengthening and Improvement of roads under World Bank aided project TRESP in Silachari Block under Amarpur Division, PWD(R AND B).Gr-II",Works,Department of PWD(R and B) WB Tenders||SE PWD (R and B) 3rd circle||EE PWD (R and B) Amarpur Division,,"27,00,000",,,TRIPURA,"Karbook, Gomati Tripura",Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,16-03-2026 15:00:00
PALLAVI,2026_CEPWD_70427_1,"Establishment of Tertiary Care Eye Hospital at Capital Complex, Agartala, West Tripura on Engineering, Procurement and Construction (EPC) Basis.",Works,"Chief Engineer, PWD (R and B)||SE PWD (R and B) Project Circle||EE Capital Complex Division",,"2,12,00,000",,"1,06,00,00,000",TRIPURA,"Capital Complex ,Agartala",Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,17-03-2026 15:00:00
PALLAVI,2026_DOICA_70484_1,"Digitization of Old Newspapers in the Directorate of ICA, Government of Tripura",Works,Directorate of Information and Cultural Affairs,,"16,000",,,TRIPURA,TRIPURA,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,04-04-2026 15:00:00
